reception_time,ip,label,sentence,answer,time
1636894982,b3f42dd36f5ba67d743a7845a7fc75fd,id.pozv.act.b,В команде проекта собрались отличные компетентные люди%2C но отсутствие чётких указаний от руководителя всё никак не позволяло льду тронуться.,5,7495
1636894982,b3f42dd36f5ba67d743a7845a7fc75fd,id.pomo.pass.a,Новые запретительные меры помогли гайкам закрутиться ещё сильнее. ,3,4636
1636894982,b3f42dd36f5ba67d743a7845a7fc75fd,id.zast.pass.a,Приход в администрацию нового руководства заставил декорации смениться.,2,6128
1636895552,e7ba13282266ff704f3aaf60f659c24c,id.pomo.pass.b,Дружелюбный настрой Костиных новых знакомых и бутылка хорошего полусухого вина помогли льду растопиться быстро и легко.,6,11708
1636895552,e7ba13282266ff704f3aaf60f659c24c,id.pomo.act.a,Следователи были в полном замешательстве%2C но рассказ очевидца помог всему встать на свои места. ,1,7824
1636895552,e7ba13282266ff704f3aaf60f659c24c,id.zast.pass.b,Хватит учить Пашу писать стихи – заставляешь бумагу мараться почем зря.,4,9160
1636895552,e7ba13282266ff704f3aaf60f659c24c,id.mesh.act.a,Мой день рождения проходил отлично%2C однако праздник не мешал кошкам скрести на душе. ,6,31862
1636895552,e7ba13282266ff704f3aaf60f659c24c,id.zast.act.a,Очередной провал заставил почву уйти из-под ног молодого предпринимателя – выхода из ситуации не было никакого. ,7,8441
1636895552,e7ba13282266ff704f3aaf60f659c24c,id.pozv.act.a,Бесконечные промедления никак не позволяли делу сдвинуться с мёртвой точки.,7,11201
1636895552,e7ba13282266ff704f3aaf60f659c24c,id.pozv.pass.b,Школьная директриса Лариса Эдуардовна была сторонницей индивидуального подхода к ученикам и не позволяла ярлыкам вешаться без разбора. ,7,10362
1636895552,e7ba13282266ff704f3aaf60f659c24c,id.mesh.pass.b,Родительский контроль должен мешать головам детей забиваться чушью%2C которую они могут увидеть в интернете.,5,9929
1636895655,3f9e13248980e0be483089493146c81a,id.pozv.pass.a,Серёжка думал%2C поселить ли у себя в комнате домашнюю жабу%2C но внезапное появление отца позволило её судьбе решиться мгновенно – она была выдворена на улицу.,7,21356
1636895655,3f9e13248980e0be483089493146c81a,id.mesh.act.b,Никакие утешения не мешали слезам литься в три ручья – потерялась Анина любимая плюшевая собачка.,6,13375
1636895655,3f9e13248980e0be483089493146c81a,id.zast.act.b,Напряженное молчание заставляло атмосферу сгущаться сильнее и сильнее. ,5,10761
1636895655,3f9e13248980e0be483089493146c81a,id.mesh.pass.a,Хорошее воспитание не мешало грехам водиться за Аркашей. ,3,5712
1636895655,3f9e13248980e0be483089493146c81a,id.pomo.act.b,Алёна была в ярости%2C когда узнала%2C где муж побывал той ночью%2C но искренние извинения и пышный букет пионов помогли гневу смениться на милость.,7,11781
1636895655,3f9e13248980e0be483089493146c81a,id.pomo.pass.a,Новые запретительные меры помогли гайкам закрутиться ещё сильнее. ,5,6959
1636895655,3f9e13248980e0be483089493146c81a,id.zast.pass.a,Приход в администрацию нового руководства заставил декорации смениться.,3,6375
1636895655,3f9e13248980e0be483089493146c81a,id.pozv.act.b,В команде проекта собрались отличные компетентные люди%2C но отсутствие чётких указаний от руководителя всё никак не позволяло льду тронуться.,3,59697
1636904403,f17875430fb718d5961c61ef8a45e58c,id.mesh.act.b,Никакие утешения не мешали слезам литься в три ручья – потерялась Анина любимая плюшевая собачка.,3,10796
1636904403,f17875430fb718d5961c61ef8a45e58c,id.mesh.pass.a,Хорошее воспитание не мешало грехам водиться за Аркашей. ,1,4485
1636904403,f17875430fb718d5961c61ef8a45e58c,id.pomo.act.b,Алёна была в ярости%2C когда узнала%2C где муж побывал той ночью%2C но искренние извинения и пышный букет пионов помогли гневу смениться на милость.,3,17935
1636904403,f17875430fb718d5961c61ef8a45e58c,id.zast.act.b,Напряженное молчание заставляло атмосферу сгущаться сильнее и сильнее. ,2,5856
1636904403,f17875430fb718d5961c61ef8a45e58c,id.pomo.pass.a,Новые запретительные меры помогли гайкам закрутиться ещё сильнее. ,4,7233
1636904403,f17875430fb718d5961c61ef8a45e58c,id.zast.pass.a,Приход в администрацию нового руководства заставил декорации смениться.,4,7205
1636904403,f17875430fb718d5961c61ef8a45e58c,id.pozv.act.b,В команде проекта собрались отличные компетентные люди%2C но отсутствие чётких указаний от руководителя всё никак не позволяло льду тронуться.,5,11133
1636904403,f17875430fb718d5961c61ef8a45e58c,id.pozv.pass.a,Серёжка думал%2C поселить ли у себя в комнате домашнюю жабу%2C но внезапное появление отца позволило её судьбе решиться мгновенно – она была выдворена на улицу.,3,16520
1636907044,eb4c6ea5499ac8db6032c2edbdae4adf,id.mesh.act.a,Мой день рождения проходил отлично%2C однако праздник не мешал кошкам скрести на душе. ,4,10427
1636907044,eb4c6ea5499ac8db6032c2edbdae4adf,id.zast.pass.b,Хватит учить Пашу писать стихи – заставляешь бумагу мараться почем зря.,1,6935
1636907044,eb4c6ea5499ac8db6032c2edbdae4adf,id.pozv.act.a,Бесконечные промедления никак не позволяли делу сдвинуться с мёртвой точки.,6,10109
1636907044,eb4c6ea5499ac8db6032c2edbdae4adf,id.pozv.pass.b,Школьная директриса Лариса Эдуардовна была сторонницей индивидуального подхода к ученикам и не позволяла ярлыкам вешаться без разбора. ,5,16651
1636907044,eb4c6ea5499ac8db6032c2edbdae4adf,id.pomo.act.a,Следователи были в полном замешательстве%2C но рассказ очевидца помог всему встать на свои места. ,7,9910
1636907044,eb4c6ea5499ac8db6032c2edbdae4adf,id.mesh.pass.b,Родительский контроль должен мешать головам детей забиваться чушью%2C которую они могут увидеть в интернете.,4,13747
1636907044,eb4c6ea5499ac8db6032c2edbdae4adf,id.pomo.pass.b,Дружелюбный настрой Костиных новых знакомых и бутылка хорошего полусухого вина помогли льду растопиться быстро и легко.,7,11431
1636907044,eb4c6ea5499ac8db6032c2edbdae4adf,id.zast.act.a,Очередной провал заставил почву уйти из-под ног молодого предпринимателя – выхода из ситуации не было никакого. ,5,19168
1637004410,cda49bb0b14f2e0790c138a2d39a1367,id.zast.act.a,Очередной провал заставил почву уйти из-под ног молодого предпринимателя – выхода из ситуации не было никакого. ,5,5351
1637004410,cda49bb0b14f2e0790c138a2d39a1367,id.pomo.pass.b,Дружелюбный настрой Костиных новых знакомых и бутылка хорошего полусухого вина помогли льду растопиться быстро и легко.,1,13134
1637004410,cda49bb0b14f2e0790c138a2d39a1367,id.pozv.pass.b,Школьная директриса Лариса Эдуардовна была сторонницей индивидуального подхода к ученикам и не позволяла ярлыкам вешаться без разбора. ,7,5762
1637004410,cda49bb0b14f2e0790c138a2d39a1367,id.mesh.pass.b,Родительский контроль должен мешать головам детей забиваться чушью%2C которую они могут увидеть в интернете.,7,6026
1637004410,cda49bb0b14f2e0790c138a2d39a1367,id.pomo.act.a,Следователи были в полном замешательстве%2C но рассказ очевидца помог всему встать на свои места. ,7,2470
1637004410,cda49bb0b14f2e0790c138a2d39a1367,id.pozv.act.a,Бесконечные промедления никак не позволяли делу сдвинуться с мёртвой точки.,7,2789
1637004410,cda49bb0b14f2e0790c138a2d39a1367,id.zast.pass.b,Хватит учить Пашу писать стихи – заставляешь бумагу мараться почем зря.,4,5832
1637004410,cda49bb0b14f2e0790c138a2d39a1367,id.mesh.act.a,Мой день рождения проходил отлично%2C однако праздник не мешал кошкам скрести на душе. ,6,4197
1637164987,1e377210dd0305703a3b7092c26c794c,id.zast.act.b,Напряженное молчание заставляло атмосферу сгущаться сильнее и сильнее. ,6,6979
1637164987,1e377210dd0305703a3b7092c26c794c,id.mesh.pass.a,Хорошее воспитание не мешало грехам водиться за Аркашей. ,5,5719
1637164987,1e377210dd0305703a3b7092c26c794c,id.mesh.act.b,Никакие утешения не мешали слезам литься в три ручья – потерялась Анина любимая плюшевая собачка.,6,8330
1637164987,1e377210dd0305703a3b7092c26c794c,id.pomo.pass.a,Новые запретительные меры помогли гайкам закрутиться ещё сильнее. ,6,4580
1637164987,1e377210dd0305703a3b7092c26c794c,id.pozv.act.b,В команде проекта собрались отличные компетентные люди%2C но отсутствие чётких указаний от руководителя всё никак не позволяло льду тронуться.,7,19500
1637164987,1e377210dd0305703a3b7092c26c794c,id.pozv.pass.a,Серёжка думал%2C поселить ли у себя в комнате домашнюю жабу%2C но внезапное появление отца позволило её судьбе решиться мгновенно – она была выдворена на улицу.,7,6512
1637164987,1e377210dd0305703a3b7092c26c794c,id.zast.pass.a,Приход в администрацию нового руководства заставил декорации смениться.,5,9726
1637164987,1e377210dd0305703a3b7092c26c794c,id.pomo.act.b,Алёна была в ярости%2C когда узнала%2C где муж побывал той ночью%2C но искренние извинения и пышный букет пионов помогли гневу смениться на милость.,6,6806
1637172021,9fec503f35981a6ebc1af94b25381660,id.mesh.act.a,Мой день рождения проходил отлично%2C однако праздник не мешал кошкам скрести на душе. ,2,4021
1637172021,9fec503f35981a6ebc1af94b25381660,id.pomo.pass.b,Дружелюбный настрой Костиных новых знакомых и бутылка хорошего полусухого вина помогли льду растопиться быстро и легко.,7,6975
1637172021,9fec503f35981a6ebc1af94b25381660,id.mesh.pass.b,Родительский контроль должен мешать головам детей забиваться чушью%2C которую они могут увидеть в интернете.,5,5686
1637172021,9fec503f35981a6ebc1af94b25381660,id.pozv.pass.b,Школьная директриса Лариса Эдуардовна была сторонницей индивидуального подхода к ученикам и не позволяла ярлыкам вешаться без разбора. ,5,6265
1637172021,9fec503f35981a6ebc1af94b25381660,id.pozv.act.a,Бесконечные промедления никак не позволяли делу сдвинуться с мёртвой точки.,7,4860
1637172021,9fec503f35981a6ebc1af94b25381660,id.pomo.act.a,Следователи были в полном замешательстве%2C но рассказ очевидца помог всему встать на свои места. ,7,4831
1637172021,9fec503f35981a6ebc1af94b25381660,id.zast.act.a,Очередной провал заставил почву уйти из-под ног молодого предпринимателя – выхода из ситуации не было никакого. ,7,4488
1637172021,9fec503f35981a6ebc1af94b25381660,id.zast.pass.b,Хватит учить Пашу писать стихи – заставляешь бумагу мараться почем зря.,1,3272
1637063748,594607752e310b52ca3ed9783f930f44,id.mesh.act.b,Никакие утешения не мешали слезам литься в три ручья – потерялась Анина любимая плюшевая собачка.,7,5880
1637063748,594607752e310b52ca3ed9783f930f44,id.mesh.pass.a,Хорошее воспитание не мешало грехам водиться за Аркашей. ,3,4911
1637063748,594607752e310b52ca3ed9783f930f44,id.zast.act.b,Напряженное молчание заставляло атмосферу сгущаться сильнее и сильнее. ,1,4963
1637063748,594607752e310b52ca3ed9783f930f44,id.pozv.act.b,В команде проекта собрались отличные компетентные люди%2C но отсутствие чётких указаний от руководителя всё никак не позволяло льду тронуться.,7,9730
1637063748,594607752e310b52ca3ed9783f930f44,id.pomo.pass.a,Новые запретительные меры помогли гайкам закрутиться ещё сильнее. ,1,6821
1637063748,594607752e310b52ca3ed9783f930f44,id.pomo.act.b,Алёна была в ярости%2C когда узнала%2C где муж побывал той ночью%2C но искренние извинения и пышный букет пионов помогли гневу смениться на милость.,5,11059
1637063748,594607752e310b52ca3ed9783f930f44,id.pozv.pass.a,Серёжка думал%2C поселить ли у себя в комнате домашнюю жабу%2C но внезапное появление отца позволило её судьбе решиться мгновенно – она была выдворена на улицу.,5,19488
1637063748,594607752e310b52ca3ed9783f930f44,id.zast.pass.a,Приход в администрацию нового руководства заставил декорации смениться.,7,4181
1637163266,f39027d9ea86ae47d12f2de08710639b,id.mesh.pass.b,Родительский контроль должен мешать головам детей забиваться чушью%2C которую они могут увидеть в интернете.,3,12358
1637163266,f39027d9ea86ae47d12f2de08710639b,id.pozv.act.a,Бесконечные промедления никак не позволяли делу сдвинуться с мёртвой точки.,5,4376
1637163266,f39027d9ea86ae47d12f2de08710639b,id.mesh.act.a,Мой день рождения проходил отлично%2C однако праздник не мешал кошкам скрести на душе. ,4,6360
1637163266,f39027d9ea86ae47d12f2de08710639b,id.pomo.pass.b,Дружелюбный настрой Костиных новых знакомых и бутылка хорошего полусухого вина помогли льду растопиться быстро и легко.,4,5833
1637163266,f39027d9ea86ae47d12f2de08710639b,id.zast.pass.b,Хватит учить Пашу писать стихи – заставляешь бумагу мараться почем зря.,2,7448
1637163266,f39027d9ea86ae47d12f2de08710639b,id.pozv.pass.b,Школьная директриса Лариса Эдуардовна была сторонницей индивидуального подхода к ученикам и не позволяла ярлыкам вешаться без разбора. ,3,6150
1637163266,f39027d9ea86ae47d12f2de08710639b,id.pomo.act.a,Следователи были в полном замешательстве%2C но рассказ очевидца помог всему встать на свои места. ,4,5700
1637163266,f39027d9ea86ae47d12f2de08710639b,id.zast.act.a,Очередной провал заставил почву уйти из-под ног молодого предпринимателя – выхода из ситуации не было никакого. ,7,4969
1637163342,94dc5a2f2511bd53d930eb1716c77e47,id.pomo.act.b,Алёна была в ярости%2C когда узнала%2C где муж побывал той ночью%2C но искренние извинения и пышный букет пионов помогли гневу смениться на милость.,7,9363
1637163342,94dc5a2f2511bd53d930eb1716c77e47,id.pozv.act.b,В команде проекта собрались отличные компетентные люди%2C но отсутствие чётких указаний от руководителя всё никак не позволяло льду тронуться.,7,7299
1637163342,94dc5a2f2511bd53d930eb1716c77e47,id.pomo.pass.a,Новые запретительные меры помогли гайкам закрутиться ещё сильнее. ,6,8405
1637163342,94dc5a2f2511bd53d930eb1716c77e47,id.zast.act.b,Напряженное молчание заставляло атмосферу сгущаться сильнее и сильнее. ,6,6971
1637163342,94dc5a2f2511bd53d930eb1716c77e47,id.mesh.act.b,Никакие утешения не мешали слезам литься в три ручья – потерялась Анина любимая плюшевая собачка.,7,7162
1637163342,94dc5a2f2511bd53d930eb1716c77e47,id.mesh.pass.a,Хорошее воспитание не мешало грехам водиться за Аркашей. ,5,5056
1637163342,94dc5a2f2511bd53d930eb1716c77e47,id.zast.pass.a,Приход в администрацию нового руководства заставил декорации смениться.,6,5848
1637163342,94dc5a2f2511bd53d930eb1716c77e47,id.pozv.pass.a,Серёжка думал%2C поселить ли у себя в комнате домашнюю жабу%2C но внезапное появление отца позволило её судьбе решиться мгновенно – она была выдворена на улицу.,4,8354
1637163426,6777a4d2ee74bb96eb3ef6e7952c6a70,id.mesh.pass.a,Хорошее воспитание не мешало грехам водиться за Аркашей. ,1,2803
1637163426,6777a4d2ee74bb96eb3ef6e7952c6a70,id.mesh.act.b,Никакие утешения не мешали слезам литься в три ручья – потерялась Анина любимая плюшевая собачка.,7,8053
1637163426,6777a4d2ee74bb96eb3ef6e7952c6a70,id.pomo.act.b,Алёна была в ярости%2C когда узнала%2C где муж побывал той ночью%2C но искренние извинения и пышный букет пионов помогли гневу смениться на милость.,7,7426
1637163426,6777a4d2ee74bb96eb3ef6e7952c6a70,id.pozv.act.b,В команде проекта собрались отличные компетентные люди%2C но отсутствие чётких указаний от руководителя всё никак не позволяло льду тронуться.,7,6037
1637163426,6777a4d2ee74bb96eb3ef6e7952c6a70,id.pozv.pass.a,Серёжка думал%2C поселить ли у себя в комнате домашнюю жабу%2C но внезапное появление отца позволило её судьбе решиться мгновенно – она была выдворена на улицу.,7,6598
1637163426,6777a4d2ee74bb96eb3ef6e7952c6a70,id.zast.pass.a,Приход в администрацию нового руководства заставил декорации смениться.,7,2985
1637163426,6777a4d2ee74bb96eb3ef6e7952c6a70,id.pomo.pass.a,Новые запретительные меры помогли гайкам закрутиться ещё сильнее. ,5,4085
1637163426,6777a4d2ee74bb96eb3ef6e7952c6a70,id.zast.act.b,Напряженное молчание заставляло атмосферу сгущаться сильнее и сильнее. ,7,5990
1637163709,b713c277341c573cf53ad6cbb75d0aa5,id.pozv.act.a,Бесконечные промедления никак не позволяли делу сдвинуться с мёртвой точки.,7,4106
1637163709,b713c277341c573cf53ad6cbb75d0aa5,id.mesh.pass.b,Родительский контроль должен мешать головам детей забиваться чушью%2C которую они могут увидеть в интернете.,5,7172
1637163709,b713c277341c573cf53ad6cbb75d0aa5,id.pomo.act.a,Следователи были в полном замешательстве%2C но рассказ очевидца помог всему встать на свои места. ,6,6121
1637163709,b713c277341c573cf53ad6cbb75d0aa5,id.mesh.act.a,Мой день рождения проходил отлично%2C однако праздник не мешал кошкам скрести на душе. ,6,5915
1637163709,b713c277341c573cf53ad6cbb75d0aa5,id.pomo.pass.b,Дружелюбный настрой Костиных новых знакомых и бутылка хорошего полусухого вина помогли льду растопиться быстро и легко.,5,10144
1637163709,b713c277341c573cf53ad6cbb75d0aa5,id.pozv.pass.b,Школьная директриса Лариса Эдуардовна была сторонницей индивидуального подхода к ученикам и не позволяла ярлыкам вешаться без разбора. ,5,10463
1637163709,b713c277341c573cf53ad6cbb75d0aa5,id.zast.act.a,Очередной провал заставил почву уйти из-под ног молодого предпринимателя – выхода из ситуации не было никакого. ,6,6893
1637163709,b713c277341c573cf53ad6cbb75d0aa5,id.zast.pass.b,Хватит учить Пашу писать стихи – заставляешь бумагу мараться почем зря.,5,6605
1637164624,299d1b3bf9d7923f7c06ca0eb8920898,id.pomo.act.a,Следователи были в полном замешательстве%2C но рассказ очевидца помог всему встать на свои места. ,6,5815
1637164624,299d1b3bf9d7923f7c06ca0eb8920898,id.mesh.pass.b,Родительский контроль должен мешать головам детей забиваться чушью%2C которую они могут увидеть в интернете.,5,4975
1637164624,299d1b3bf9d7923f7c06ca0eb8920898,id.pomo.pass.b,Дружелюбный настрой Костиных новых знакомых и бутылка хорошего полусухого вина помогли льду растопиться быстро и легко.,4,5549
1637164624,299d1b3bf9d7923f7c06ca0eb8920898,id.pozv.act.a,Бесконечные промедления никак не позволяли делу сдвинуться с мёртвой точки.,6,4223
1637164624,299d1b3bf9d7923f7c06ca0eb8920898,id.zast.act.a,Очередной провал заставил почву уйти из-под ног молодого предпринимателя – выхода из ситуации не было никакого. ,4,10685
1637164624,299d1b3bf9d7923f7c06ca0eb8920898,id.pozv.pass.b,Школьная директриса Лариса Эдуардовна была сторонницей индивидуального подхода к ученикам и не позволяла ярлыкам вешаться без разбора. ,3,5493
1637164624,299d1b3bf9d7923f7c06ca0eb8920898,id.mesh.act.a,Мой день рождения проходил отлично%2C однако праздник не мешал кошкам скрести на душе. ,5,4930
1637164624,299d1b3bf9d7923f7c06ca0eb8920898,id.zast.pass.b,Хватит учить Пашу писать стихи – заставляешь бумагу мараться почем зря.,1,5698
1637165020,cbc488e29a9a2627d7ba7cf1fd12fc5a,id.pozv.act.a,Бесконечные промедления никак не позволяли делу сдвинуться с мёртвой точки.,7,8912
1637165020,cbc488e29a9a2627d7ba7cf1fd12fc5a,id.mesh.act.a,Мой день рождения проходил отлично%2C однако праздник не мешал кошкам скрести на душе. ,3,16717
1637165020,cbc488e29a9a2627d7ba7cf1fd12fc5a,id.pomo.pass.b,Дружелюбный настрой Костиных новых знакомых и бутылка хорошего полусухого вина помогли льду растопиться быстро и легко.,2,11286
1637165020,cbc488e29a9a2627d7ba7cf1fd12fc5a,id.zast.pass.b,Хватит учить Пашу писать стихи – заставляешь бумагу мараться почем зря.,6,13245
1637165020,cbc488e29a9a2627d7ba7cf1fd12fc5a,id.pozv.pass.b,Школьная директриса Лариса Эдуардовна была сторонницей индивидуального подхода к ученикам и не позволяла ярлыкам вешаться без разбора. ,1,11082
1637165020,cbc488e29a9a2627d7ba7cf1fd12fc5a,id.pomo.act.a,Следователи были в полном замешательстве%2C но рассказ очевидца помог всему встать на свои места. ,5,9203
1637165020,cbc488e29a9a2627d7ba7cf1fd12fc5a,id.mesh.pass.b,Родительский контроль должен мешать головам детей забиваться чушью%2C которую они могут увидеть в интернете.,3,14033
1637165020,cbc488e29a9a2627d7ba7cf1fd12fc5a,id.zast.act.a,Очередной провал заставил почву уйти из-под ног молодого предпринимателя – выхода из ситуации не было никакого. ,3,12122
1637165104,28b0c3b6cde9d6ba065a807a4c01eea0,id.pomo.act.b,Алёна была в ярости%2C когда узнала%2C где муж побывал той ночью%2C но искренние извинения и пышный букет пионов помогли гневу смениться на милость.,7,9683
1637165104,28b0c3b6cde9d6ba065a807a4c01eea0,id.zast.act.b,Напряженное молчание заставляло атмосферу сгущаться сильнее и сильнее. ,7,43279
1637165104,28b0c3b6cde9d6ba065a807a4c01eea0,id.zast.pass.a,Приход в администрацию нового руководства заставил декорации смениться.,4,43201
1637165104,28b0c3b6cde9d6ba065a807a4c01eea0,id.mesh.pass.a,Хорошее воспитание не мешало грехам водиться за Аркашей. ,4,11989
1637165104,28b0c3b6cde9d6ba065a807a4c01eea0,id.mesh.act.b,Никакие утешения не мешали слезам литься в три ручья – потерялась Анина любимая плюшевая собачка.,6,43237
1637165104,28b0c3b6cde9d6ba065a807a4c01eea0,id.pozv.pass.a,Серёжка думал%2C поселить ли у себя в комнате домашнюю жабу%2C но внезапное появление отца позволило её судьбе решиться мгновенно – она была выдворена на улицу.,3,11494
1637165104,28b0c3b6cde9d6ba065a807a4c01eea0,id.pozv.act.b,В команде проекта собрались отличные компетентные люди%2C но отсутствие чётких указаний от руководителя всё никак не позволяло льду тронуться.,7,19125
1637165104,28b0c3b6cde9d6ba065a807a4c01eea0,id.pomo.pass.a,Новые запретительные меры помогли гайкам закрутиться ещё сильнее. ,7,7351
1637165302,6988e1589031638a170d3fa9a4fc8906,id.zast.act.a,Очередной провал заставил почву уйти из-под ног молодого предпринимателя – выхода из ситуации не было никакого. ,7,5443
1637165302,6988e1589031638a170d3fa9a4fc8906,id.pozv.pass.b,Школьная директриса Лариса Эдуардовна была сторонницей индивидуального подхода к ученикам и не позволяла ярлыкам вешаться без разбора. ,7,4965
1637165302,6988e1589031638a170d3fa9a4fc8906,id.pomo.pass.b,Дружелюбный настрой Костиных новых знакомых и бутылка хорошего полусухого вина помогли льду растопиться быстро и легко.,7,11417
1637165302,6988e1589031638a170d3fa9a4fc8906,id.pozv.act.a,Бесконечные промедления никак не позволяли делу сдвинуться с мёртвой точки.,7,5886
1637165302,6988e1589031638a170d3fa9a4fc8906,id.mesh.pass.b,Родительский контроль должен мешать головам детей забиваться чушью%2C которую они могут увидеть в интернете.,6,4621
1637165302,6988e1589031638a170d3fa9a4fc8906,id.pomo.act.a,Следователи были в полном замешательстве%2C но рассказ очевидца помог всему встать на свои места. ,7,5274
1637165302,6988e1589031638a170d3fa9a4fc8906,id.mesh.act.a,Мой день рождения проходил отлично%2C однако праздник не мешал кошкам скрести на душе. ,5,8261
1637165302,6988e1589031638a170d3fa9a4fc8906,id.zast.pass.b,Хватит учить Пашу писать стихи – заставляешь бумагу мараться почем зря.,3,5343
1637165383,da5375575dc5b7cac2107bb676cdabf4,id.pozv.act.b,В команде проекта собрались отличные компетентные люди%2C но отсутствие чётких указаний от руководителя всё никак не позволяло льду тронуться.,7,6432
1637165383,da5375575dc5b7cac2107bb676cdabf4,id.zast.act.b,Напряженное молчание заставляло атмосферу сгущаться сильнее и сильнее. ,7,3493
1637165383,da5375575dc5b7cac2107bb676cdabf4,id.pomo.pass.a,Новые запретительные меры помогли гайкам закрутиться ещё сильнее. ,7,3520
1637165383,da5375575dc5b7cac2107bb676cdabf4,id.mesh.pass.a,Хорошее воспитание не мешало грехам водиться за Аркашей. ,5,10094
1637165383,da5375575dc5b7cac2107bb676cdabf4,id.pomo.act.b,Алёна была в ярости%2C когда узнала%2C где муж побывал той ночью%2C но искренние извинения и пышный букет пионов помогли гневу смениться на милость.,7,7154
1637165383,da5375575dc5b7cac2107bb676cdabf4,id.zast.pass.a,Приход в администрацию нового руководства заставил декорации смениться.,7,8390
1637165383,da5375575dc5b7cac2107bb676cdabf4,id.pozv.pass.a,Серёжка думал%2C поселить ли у себя в комнате домашнюю жабу%2C но внезапное появление отца позволило её судьбе решиться мгновенно – она была выдворена на улицу.,6,9714
1637165383,da5375575dc5b7cac2107bb676cdabf4,id.mesh.act.b,Никакие утешения не мешали слезам литься в три ручья – потерялась Анина любимая плюшевая собачка.,7,4453
1637167977,a0cab092db5e707ef87b00f5a86fe8d5,id.pomo.pass.a,Новые запретительные меры помогли гайкам закрутиться ещё сильнее. ,5,7508
1637167977,a0cab092db5e707ef87b00f5a86fe8d5,id.pozv.pass.a,Серёжка думал%2C поселить ли у себя в комнате домашнюю жабу%2C но внезапное появление отца позволило её судьбе решиться мгновенно – она была выдворена на улицу.,6,10923
1637167977,a0cab092db5e707ef87b00f5a86fe8d5,id.mesh.act.b,Никакие утешения не мешали слезам литься в три ручья – потерялась Анина любимая плюшевая собачка.,6,14818
1637167977,a0cab092db5e707ef87b00f5a86fe8d5,id.mesh.pass.a,Хорошее воспитание не мешало грехам водиться за Аркашей. ,4,8253
1637167977,a0cab092db5e707ef87b00f5a86fe8d5,id.zast.pass.a,Приход в администрацию нового руководства заставил декорации смениться.,5,10801
1637167977,a0cab092db5e707ef87b00f5a86fe8d5,id.pozv.act.b,В команде проекта собрались отличные компетентные люди%2C но отсутствие чётких указаний от руководителя всё никак не позволяло льду тронуться.,6,9109
1637167977,a0cab092db5e707ef87b00f5a86fe8d5,id.zast.act.b,Напряженное молчание заставляло атмосферу сгущаться сильнее и сильнее. ,7,5306
1637167977,a0cab092db5e707ef87b00f5a86fe8d5,id.pomo.act.b,Алёна была в ярости%2C когда узнала%2C где муж побывал той ночью%2C но искренние извинения и пышный букет пионов помогли гневу смениться на милость.,6,13158
1637170196,88a9aa829929dbf80aedec44c12ce27a,id.pozv.pass.b,Школьная директриса Лариса Эдуардовна была сторонницей индивидуального подхода к ученикам и не позволяла ярлыкам вешаться без разбора. ,3,9355
1637170196,88a9aa829929dbf80aedec44c12ce27a,id.mesh.act.a,Мой день рождения проходил отлично%2C однако праздник не мешал кошкам скрести на душе. ,2,8233
1637170196,88a9aa829929dbf80aedec44c12ce27a,id.zast.pass.b,Хватит учить Пашу писать стихи – заставляешь бумагу мараться почем зря.,2,4062
1637170196,88a9aa829929dbf80aedec44c12ce27a,id.pomo.act.a,Следователи были в полном замешательстве%2C но рассказ очевидца помог всему встать на свои места. ,7,10480
1637170196,88a9aa829929dbf80aedec44c12ce27a,id.pomo.pass.b,Дружелюбный настрой Костиных новых знакомых и бутылка хорошего полусухого вина помогли льду растопиться быстро и легко.,3,7081
1637170196,88a9aa829929dbf80aedec44c12ce27a,id.mesh.pass.b,Родительский контроль должен мешать головам детей забиваться чушью%2C которую они могут увидеть в интернете.,5,7575
1637170196,88a9aa829929dbf80aedec44c12ce27a,id.zast.act.a,Очередной провал заставил почву уйти из-под ног молодого предпринимателя – выхода из ситуации не было никакого. ,3,5132
1637170196,88a9aa829929dbf80aedec44c12ce27a,id.pozv.act.a,Бесконечные промедления никак не позволяли делу сдвинуться с мёртвой точки.,5,12380
1637171487,b6ffbd218f3d17d402ee79f6419b893f,id.pozv.pass.a,Серёжка думал%2C поселить ли у себя в комнате домашнюю жабу%2C но внезапное появление отца позволило её судьбе решиться мгновенно – она была выдворена на улицу.,7,52707
1637171487,b6ffbd218f3d17d402ee79f6419b893f,id.zast.pass.a,Приход в администрацию нового руководства заставил декорации смениться.,3,18312
1637171487,b6ffbd218f3d17d402ee79f6419b893f,id.mesh.act.b,Никакие утешения не мешали слезам литься в три ручья – потерялась Анина любимая плюшевая собачка.,3,20533
1637171487,b6ffbd218f3d17d402ee79f6419b893f,id.pomo.pass.a,Новые запретительные меры помогли гайкам закрутиться ещё сильнее. ,1,8563
1637171487,b6ffbd218f3d17d402ee79f6419b893f,id.mesh.pass.a,Хорошее воспитание не мешало грехам водиться за Аркашей. ,1,9937
1637171487,b6ffbd218f3d17d402ee79f6419b893f,id.zast.act.b,Напряженное молчание заставляло атмосферу сгущаться сильнее и сильнее. ,3,15842
1637171487,b6ffbd218f3d17d402ee79f6419b893f,id.pozv.act.b,В команде проекта собрались отличные компетентные люди%2C но отсутствие чётких указаний от руководителя всё никак не позволяло льду тронуться.,1,16046
1637171487,b6ffbd218f3d17d402ee79f6419b893f,id.pomo.act.b,Алёна была в ярости%2C когда узнала%2C где муж побывал той ночью%2C но искренние извинения и пышный букет пионов помогли гневу смениться на милость.,7,11464
